tree,Source,n,p
prediction.293,Poultry,395,0.6067588325652842
prediction.293,Sheep,137,0.21044546850998463
prediction.294,Beef,176,0.27035330261136714
prediction.294,Poultry,382,0.5867895545314901
prediction.294,Sheep,93,0.14285714285714285
prediction.295,Beef,170,0.261136712749616
prediction.295,Poultry,394,0.6052227342549923
prediction.295,Sheep,87,0.1336405529953917
prediction.296,Beef,106,0.16282642089093702
prediction.296,Poultry,356,0.5468509984639017
prediction.296,Sheep,189,0.2903225806451613
prediction.297,Beef,168,0.25806451612903225
prediction.297,Poultry,392,0.6021505376344086
prediction.297,Sheep,91,0.13978494623655913
prediction.298,Beef,185,0.28417818740399386
prediction.298,Poultry,332,0.5099846390168971
prediction.298,Sheep,134,0.20583717357910905
prediction.299,Beef,152,0.23348694316436253
prediction.299,Poultry,397,0.6098310291858678
prediction.299,Sheep,102,0.15668202764976957
prediction.3,Beef,130,0.19969278033794163
prediction.3,Poultry,361,0.554531490015361
prediction.3,Sheep,160,0.2457757296466974
prediction.30,Beef,181,0.2780337941628264
prediction.30,Poultry,350,0.5376344086021505
prediction.30,Sheep,120,0.18433179723502305
prediction.300,Beef,190,0.29185867895545314
prediction.300,Poultry,386,0.5929339477726574
prediction.300,Sheep,75,0.1152073732718894
prediction.301,Beef,167,0.2565284178187404
prediction.301,Poultry,353,0.5422427035330261
prediction.301,Sheep,131,0.2012288786482335
prediction.302,Beef,125,0.19201228878648233
prediction.302,Poultry,376,0.5775729646697388
prediction.302,Sheep,150,0.2304147465437788
prediction.303,Beef,147,0.22580645161290322
prediction.303,Poultry,418,0.642089093701997
prediction.303,Sheep,86,0.13210445468509985
prediction.304,Beef,153,0.2350230414746544
prediction.304,Poultry,391,0.6006144393241167
prediction.304,Sheep,107,0.16436251920122888
prediction.305,Beef,119,0.1827956989247312
prediction.305,Poultry,408,0.6267281105990783
prediction.305,Sheep,124,0.19047619047619047
prediction.306,Beef,128,0.1966205837173579
prediction.306,Poultry,386,0.5929339477726574
prediction.306,Sheep,137,0.21044546850998463
prediction.307,Beef,153,0.2350230414746544
prediction.307,Poultry,393,0.6036866359447005
prediction.307,Sheep,105,0.16129032258064516
prediction.308,Beef,124,0.19047619047619047
prediction.308,Poultry,409,0.6282642089093702
prediction.308,Sheep,118,0.18125960061443933
prediction.309,Beef,154,0.23655913978494625
prediction.309,Poultry,374,0.5745007680491552
prediction.309,Sheep,123,0.1889400921658986
prediction.31,Beef,150,0.2304147465437788
prediction.31,Poultry,370,0.5683563748079877
prediction.31,Sheep,131,0.2012288786482335
prediction.310,Beef,155,0.23809523809523808
prediction.310,Poultry,385,0.5913978494623656
prediction.310,Sheep,111,0.17050691244239632
prediction.311,Beef,116,0.1781874039938556
prediction.311,Poultry,401,0.6159754224270353
prediction.311,Sheep,134,0.20583717357910905
prediction.312,Beef,180,0.2764976958525346
prediction.312,Poultry,358,0.5499231950844854
prediction.312,Sheep,113,0.17357910906298002
prediction.313,Beef,139,0.21351766513056836
prediction.313,Poultry,375,0.576036866359447
prediction.313,Sheep,137,0.21044546850998463
prediction.314,Beef,136,0.20890937019969277
prediction.314,Poultry,422,0.6482334869431644
prediction.314,Sheep,93,0.14285714285714285
prediction.315,Beef,148,0.22734254992319508
prediction.315,Poultry,378,0.5806451612903226
prediction.315,Sheep,125,0.19201228878648233
prediction.316,Beef,194,0.2980030721966206
prediction.316,Poultry,331,0.5084485407066052
prediction.316,Sheep,126,0.1935483870967742
prediction.317,Beef,168,0.25806451612903225
prediction.317,Poultry,384,0.5898617511520737
prediction.317,Sheep,99,0.15207373271889402
prediction.318,Beef,165,0.2534562211981567
prediction.318,Poultry,351,0.5391705069124424
prediction.318,Sheep,135,0.2073732718894009
prediction.319,Beef,169,0.25960061443932414
prediction.319,Poultry,372,0.5714285714285714
prediction.319,Sheep,110,0.16897081413210446
prediction.32,Beef,154,0.23655913978494625
prediction.32,Poultry,404,0.620583717357911
prediction.32,Sheep,93,0.14285714285714285
prediction.320,Beef,138,0.2119815668202765
prediction.320,Poultry,361,0.554531490015361
prediction.320,Sheep,152,0.23348694316436253
prediction.321,Beef,176,0.27035330261136714
prediction.321,Poultry,386,0.5929339477726574
prediction.321,Sheep,89,0.13671274961597543
prediction.322,Beef,124,0.19047619047619047
prediction.322,Poultry,393,0.6036866359447005
prediction.322,Sheep,134,0.20583717357910905
prediction.323,Beef,125,0.19201228878648233
prediction.323,Poultry,406,0.6236559139784946
prediction.323,Sheep,120,0.18433179723502305
prediction.324,Beef,156,0.23963133640552994
prediction.324,Poultry,389,0.5975422427035331
prediction.324,Sheep,106,0.16282642089093702
prediction.325,Beef,123,0.1889400921658986
prediction.325,Poultry,407,0.6251920122887865
prediction.325,Sheep,121,0.1858678955453149
prediction.326,Beef,156,0.23963133640552994
prediction.326,Poultry,424,0.6513056835637481
prediction.326,Sheep,71,0.10906298003072197
prediction.327,Beef,153,0.2350230414746544
prediction.327,Poultry,364,0.5591397849462365
prediction.327,Sheep,134,0.20583717357910905
prediction.328,Beef,125,0.19201228878648233
prediction.328,Poultry,413,0.6344086021505376
prediction.328,Sheep,113,0.17357910906298002
prediction.329,Beef,159,0.24423963133640553
prediction.329,Poultry,376,0.5775729646697388
prediction.329,Sheep,116,0.1781874039938556
prediction.33,Beef,140,0.21505376344086022
prediction.33,Poultry,392,0.6021505376344086
prediction.33,Sheep,119,0.1827956989247312
prediction.330,Beef,158,0.24270353302611367
prediction.330,Poultry,373,0.5729646697388633
prediction.330,Sheep,120,0.18433179723502305
prediction.331,Beef,162,0.2488479262672811
prediction.331,Poultry,394,0.6052227342549923
prediction.331,Sheep,95,0.14592933947772657
prediction.332,Beef,163,0.25038402457757297
prediction.332,Poultry,388,0.5960061443932412
prediction.332,Sheep,100,0.15360983102918588
prediction.333,Beef,157,0.2411674347158218
prediction.333,Poultry,378,0.5806451612903226
prediction.333,Sheep,116,0.1781874039938556
prediction.334,Beef,149,0.22887864823348694
prediction.334,Poultry,356,0.5468509984639017
prediction.334,Sheep,146,0.22427035330261136
prediction.335,Beef,123,0.1889400921658986
prediction.335,Poultry,394,0.6052227342549923
prediction.335,Sheep,134,0.20583717357910905
prediction.336,Beef,111,0.17050691244239632
prediction.336,Poultry,431,0.6620583717357911
prediction.336,Sheep,109,0.1674347158218126
prediction.337,Beef,164,0.2519201228878648
prediction.337,Poultry,387,0.5944700460829493
prediction.337,Sheep,100,0.15360983102918588
prediction.338,Beef,145,0.2227342549923195
prediction.338,Poultry,385,0.5913978494623656
prediction.338,Sheep,121,0.1858678955453149
prediction.339,Beef,170,0.261136712749616
prediction.339,Poultry,394,0.6052227342549923
prediction.339,Sheep,87,0.1336405529953917
prediction.34,Beef,117,0.17972350230414746
prediction.34,Poultry,422,0.6482334869431644
prediction.34,Sheep,112,0.17204301075268819
prediction.340,Beef,132,0.20276497695852536
prediction.340,Poultry,402,0.6175115207373272
prediction.340,Sheep,117,0.17972350230414746
prediction.341,Beef,166,0.25499231950844853
prediction.341,Poultry,371,0.5698924731182796
prediction.341,Sheep,114,0.17511520737327188
prediction.342,Beef,192,0.29493087557603687
prediction.342,Poultry,344,0.5284178187403994
prediction.342,Sheep,115,0.17665130568356374
prediction.343,Beef,163,0.25038402457757297
prediction.343,Poultry,355,0.5453149001536098
prediction.343,Sheep,133,0.20430107526881722
prediction.344,Beef,158,0.24270353302611367
prediction.344,Poultry,404,0.620583717357911
prediction.344,Sheep,89,0.13671274961597543
prediction.345,Beef,151,0.23195084485407066
prediction.345,Poultry,394,0.6052227342549923
prediction.345,Sheep,106,0.16282642089093702
prediction.346,Beef,121,0.1858678955453149
prediction.346,Poultry,410,0.6298003072196621
prediction.346,Sheep,120,0.18433179723502305
prediction.347,Beef,118,0.18125960061443933
prediction.347,Poultry,379,0.5821812596006144
prediction.347,Sheep,154,0.23655913978494625
prediction.348,Beef,114,0.17511520737327188
prediction.348,Poultry,417,0.6405529953917051
prediction.348,Sheep,120,0.18433179723502305
prediction.349,Beef,90,0.1382488479262673
prediction.349,Poultry,414,0.6359447004608295
prediction.349,Sheep,147,0.22580645161290322
prediction.35,Beef,148,0.22734254992319508
prediction.35,Poultry,404,0.620583717357911
prediction.35,Sheep,99,0.15207373271889402
prediction.350,Beef,158,0.24270353302611367
prediction.350,Poultry,364,0.5591397849462365
prediction.350,Sheep,129,0.19815668202764977
prediction.351,Beef,145,0.2227342549923195
prediction.351,Poultry,375,0.576036866359447
prediction.351,Sheep,131,0.2012288786482335
prediction.352,Beef,137,0.21044546850998463
prediction.352,Poultry,396,0.6082949308755761
prediction.352,Sheep,118,0.18125960061443933
prediction.353,Beef,148,0.22734254992319508
prediction.353,Poultry,417,0.6405529953917051
prediction.353,Sheep,86,0.13210445468509985
prediction.354,Beef,108,0.16589861751152074
prediction.354,Poultry,408,0.6267281105990783
prediction.354,Sheep,135,0.2073732718894009
prediction.355,Beef,177,0.271889400921659
prediction.355,Poultry,369,0.5668202764976958
prediction.355,Sheep,105,0.16129032258064516
prediction.356,Beef,174,0.2672811059907834
prediction.356,Poultry,368,0.565284178187404
prediction.356,Sheep,109,0.1674347158218126
prediction.357,Beef,150,0.2304147465437788
prediction.357,Poultry,367,0.5637480798771122
prediction.357,Sheep,134,0.20583717357910905
prediction.358,Beef,127,0.19508448540706605
prediction.358,Poultry,418,0.642089093701997
prediction.358,Sheep,106,0.16282642089093702
prediction.359,Beef,136,0.20890937019969277
prediction.359,Poultry,397,0.6098310291858678
prediction.359,Sheep,118,0.18125960061443933
prediction.36,Beef,133,0.20430107526881722
prediction.36,Poultry,341,0.5238095238095238
prediction.36,Sheep,177,0.271889400921659
prediction.360,Beef,137,0.21044546850998463
prediction.360,Poultry,375,0.576036866359447
prediction.360,Sheep,139,0.21351766513056836
prediction.361,Beef,123,0.1889400921658986
prediction.361,Poultry,438,0.6728110599078341
prediction.361,Sheep,90,0.1382488479262673
prediction.362,Beef,125,0.19201228878648233
prediction.362,Poultry,402,0.6175115207373272
prediction.362,Sheep,124,0.19047619047619047
prediction.363,Beef,140,0.21505376344086022
prediction.363,Poultry,370,0.5683563748079877
prediction.363,Sheep,141,0.21658986175115208
prediction.364,Beef,158,0.24270353302611367
prediction.364,Poultry,380,0.5837173579109063
prediction.364,Sheep,113,0.17357910906298002
prediction.365,Beef,159,0.24423963133640553
prediction.365,Poultry,379,0.5821812596006144
prediction.365,Sheep,113,0.17357910906298002
prediction.366,Beef,174,0.2672811059907834
prediction.366,Poultry,369,0.5668202764976958
prediction.366,Sheep,108,0.16589861751152074
prediction.367,Beef,134,0.20583717357910905
prediction.367,Poultry,363,0.5576036866359447
prediction.367,Sheep,154,0.23655913978494625
prediction.368,Beef,135,0.2073732718894009
prediction.368,Poultry,393,0.6036866359447005
prediction.368,Sheep,123,0.1889400921658986
prediction.369,Beef,180,0.2764976958525346
prediction.369,Poultry,382,0.5867895545314901
prediction.369,Sheep,89,0.13671274961597543
prediction.37,Beef,128,0.1966205837173579
prediction.37,Poultry,411,0.631336405529954
prediction.37,Sheep,112,0.17204301075268819
prediction.370,Beef,191,0.29339477726574503
prediction.370,Poultry,356,0.5468509984639017
prediction.370,Sheep,104,0.1597542242703533
prediction.371,Beef,155,0.23809523809523808
prediction.371,Poultry,421,0.6466973886328725
prediction.371,Sheep,75,0.1152073732718894
prediction.372,Beef,125,0.19201228878648233
prediction.372,Poultry,391,0.6006144393241167
prediction.372,Sheep,135,0.2073732718894009
prediction.373,Beef,163,0.25038402457757297
prediction.373,Poultry,376,0.5775729646697388
prediction.373,Sheep,112,0.17204301075268819
prediction.374,Beef,176,0.27035330261136714
prediction.374,Poultry,386,0.5929339477726574
prediction.374,Sheep,89,0.13671274961597543
prediction.375,Beef,129,0.19815668202764977
prediction.375,Poultry,370,0.5683563748079877
prediction.375,Sheep,152,0.23348694316436253
prediction.376,Beef,145,0.2227342549923195
prediction.376,Poultry,394,0.6052227342549923
prediction.376,Sheep,112,0.17204301075268819
prediction.377,Beef,105,0.16129032258064516
prediction.377,Poultry,429,0.6589861751152074
prediction.377,Sheep,117,0.17972350230414746
prediction.378,Beef,114,0.17511520737327188
prediction.378,Poultry,383,0.5883256528417818
prediction.378,Sheep,154,0.23655913978494625
prediction.379,Beef,177,0.271889400921659
prediction.379,Poultry,376,0.5775729646697388
prediction.379,Sheep,98,0.15053763440860216
prediction.38,Beef,142,0.21812596006144394
prediction.38,Poultry,392,0.6021505376344086
prediction.38,Sheep,117,0.17972350230414746
prediction.380,Beef,130,0.19969278033794163
prediction.380,Poultry,351,0.5391705069124424
prediction.380,Sheep,170,0.261136712749616
prediction.381,Beef,118,0.18125960061443933
prediction.381,Poultry,429,0.6589861751152074
prediction.381,Sheep,104,0.1597542242703533
prediction.382,Beef,216,0.3317972350230415
prediction.382,Poultry,313,0.4807987711213518
prediction.382,Sheep,122,0.18740399385560677
prediction.383,Beef,193,0.2964669738863287
prediction.383,Poultry,384,0.5898617511520737
prediction.383,Sheep,74,0.11367127496159754
prediction.384,Beef,168,0.25806451612903225
prediction.384,Poultry,346,0.5314900153609831
prediction.384,Sheep,137,0.21044546850998463
prediction.385,Beef,147,0.22580645161290322
prediction.385,Poultry,348,0.5345622119815668
prediction.385,Sheep,156,0.23963133640552994
prediction.386,Beef,137,0.21044546850998463
prediction.386,Poultry,409,0.6282642089093702
prediction.386,Sheep,105,0.16129032258064516
prediction.387,Beef,146,0.22427035330261136
prediction.387,Poultry,356,0.5468509984639017
prediction.387,Sheep,149,0.22887864823348694
prediction.388,Beef,200,0.30721966205837176
prediction.388,Poultry,343,0.5268817204301075
prediction.388,Sheep,108,0.16589861751152074
prediction.389,Beef,159,0.24423963133640553
prediction.389,Poultry,376,0.5775729646697388
prediction.389,Sheep,116,0.1781874039938556
prediction.39,Beef,170,0.261136712749616
prediction.39,Poultry,311,0.47772657450076805
prediction.39,Sheep,170,0.261136712749616
prediction.390,Beef,178,0.27342549923195086
prediction.390,Poultry,356,0.5468509984639017
prediction.390,Sheep,117,0.17972350230414746
prediction.391,Beef,155,0.23809523809523808
prediction.391,Poultry,369,0.5668202764976958
prediction.391,Sheep,127,0.19508448540706605
prediction.392,Beef,147,0.22580645161290322
prediction.392,Poultry,382,0.5867895545314901
prediction.392,Sheep,122,0.18740399385560677
prediction.393,Beef,148,0.22734254992319508
prediction.393,Poultry,399,0.6129032258064516
prediction.393,Sheep,104,0.1597542242703533
prediction.394,Beef,99,0.15207373271889402
prediction.394,Poultry,422,0.6482334869431644
prediction.394,Sheep,130,0.19969278033794163
prediction.395,Beef,125,0.19201228878648233
prediction.395,Poultry,424,0.6513056835637481
prediction.395,Sheep,102,0.15668202764976957
prediction.396,Beef,141,0.21658986175115208
prediction.396,Poultry,391,0.6006144393241167
prediction.396,Sheep,119,0.1827956989247312
prediction.397,Beef,184,0.282642089093702
prediction.397,Poultry,394,0.6052227342549923
prediction.397,Sheep,73,0.11213517665130568
prediction.398,Beef,140,0.21505376344086022
prediction.398,Poultry,429,0.6589861751152074
prediction.398,Sheep,82,0.1259600614439324
prediction.399,Beef,125,0.19201228878648233
prediction.399,Poultry,452,0.6943164362519201
prediction.399,Sheep,74,0.11367127496159754
prediction.4,Beef,124,0.19047619047619047
prediction.4,Poultry,418,0.642089093701997
prediction.4,Sheep,109,0.1674347158218126
prediction.40,Beef,157,0.2411674347158218
prediction.40,Poultry,410,0.6298003072196621
prediction.40,Sheep,84,0.12903225806451613
prediction.400,Beef,142,0.21812596006144394
prediction.400,Poultry,393,0.6036866359447005
prediction.400,Sheep,116,0.1781874039938556
prediction.401,Beef,134,0.20583717357910905
prediction.401,Poultry,361,0.554531490015361
prediction.401,Sheep,156,0.23963133640552994
prediction.402,Beef,161,0.24731182795698925
prediction.402,Poultry,379,0.5821812596006144
prediction.402,Sheep,111,0.17050691244239632
prediction.403,Beef,112,0.17204301075268819
prediction.403,Poultry,438,0.6728110599078341
prediction.403,Sheep,101,0.15514592933947774
prediction.404,Beef,149,0.22887864823348694
prediction.404,Poultry,358,0.5499231950844854
prediction.404,Sheep,144,0.22119815668202766
prediction.405,Beef,173,0.26574500768049153
prediction.405,Poultry,369,0.5668202764976958
prediction.405,Sheep,109,0.1674347158218126
prediction.406,Beef,140,0.21505376344086022
prediction.406,Poultry,410,0.6298003072196621
prediction.406,Sheep,101,0.15514592933947774
prediction.407,Beef,95,0.14592933947772657
prediction.407,Poultry,421,0.6466973886328725
prediction.407,Sheep,135,0.2073732718894009
prediction.408,Beef,168,0.25806451612903225
prediction.408,Poultry,377,0.5791090629800307
prediction.408,Sheep,106,0.16282642089093702
prediction.409,Beef,124,0.19047619047619047
prediction.409,Poultry,399,0.6129032258064516
prediction.409,Sheep,128,0.1966205837173579
prediction.41,Beef,141,0.21658986175115208
prediction.41,Poultry,407,0.6251920122887865
prediction.41,Sheep,103,0.15821812596006143
prediction.410,Beef,109,0.1674347158218126
prediction.410,Poultry,400,0.6144393241167435
prediction.410,Sheep,142,0.21812596006144394
prediction.411,Beef,131,0.2012288786482335
prediction.411,Poultry,362,0.5560675883256528
prediction.411,Sheep,158,0.24270353302611367
prediction.412,Beef,157,0.2411674347158218
prediction.412,Poultry,394,0.6052227342549923
prediction.412,Sheep,100,0.15360983102918588
prediction.413,Beef,168,0.25806451612903225
prediction.413,Poultry,352,0.5407066052227343
prediction.413,Sheep,131,0.2012288786482335
prediction.414,Beef,117,0.17972350230414746
prediction.414,Poultry,427,0.6559139784946236
prediction.414,Sheep,107,0.16436251920122888
prediction.415,Beef,182,0.27956989247311825
prediction.415,Poultry,370,0.5683563748079877
prediction.415,Sheep,99,0.15207373271889402
prediction.416,Beef,135,0.2073732718894009
prediction.416,Poultry,394,0.6052227342549923
prediction.416,Sheep,122,0.18740399385560677
prediction.417,Beef,169,0.25960061443932414
prediction.417,Poultry,374,0.5745007680491552
prediction.417,Sheep,108,0.16589861751152074
prediction.418,Beef,174,0.2672811059907834
prediction.418,Poultry,367,0.5637480798771122
prediction.418,Sheep,110,0.16897081413210446
prediction.419,Beef,168,0.25806451612903225
prediction.419,Poultry,350,0.5376344086021505
prediction.419,Sheep,133,0.20430107526881722
prediction.42,Beef,134,0.20583717357910905
prediction.42,Poultry,403,0.6190476190476191
prediction.42,Sheep,114,0.17511520737327188
prediction.420,Beef,118,0.18125960061443933
prediction.420,Poultry,395,0.6067588325652842
prediction.420,Sheep,138,0.2119815668202765
prediction.421,Beef,166,0.25499231950844853
prediction.421,Poultry,399,0.6129032258064516
prediction.421,Sheep,86,0.13210445468509985
prediction.422,Beef,139,0.21351766513056836
prediction.422,Poultry,410,0.6298003072196621
prediction.422,Sheep,102,0.15668202764976957
prediction.423,Beef,138,0.2119815668202765
prediction.423,Poultry,401,0.6159754224270353
prediction.423,Sheep,112,0.17204301075268819
prediction.424,Beef,151,0.23195084485407066
prediction.424,Poultry,373,0.5729646697388633
prediction.424,Sheep,127,0.19508448540706605
prediction.425,Beef,166,0.25499231950844853
prediction.425,Poultry,334,0.5130568356374808
prediction.425,Sheep,151,0.23195084485407066
prediction.426,Beef,172,0.2642089093701997
prediction.426,Poultry,383,0.5883256528417818
prediction.426,Sheep,96,0.14746543778801843
prediction.427,Beef,142,0.21812596006144394
prediction.427,Poultry,418,0.642089093701997
prediction.427,Sheep,91,0.13978494623655913
prediction.428,Beef,162,0.2488479262672811
prediction.428,Poultry,386,0.5929339477726574
prediction.428,Sheep,103,0.15821812596006143
prediction.429,Beef,144,0.22119815668202766
prediction.429,Poultry,360,0.5529953917050692
prediction.429,Sheep,147,0.22580645161290322
prediction.43,Beef,153,0.2350230414746544
prediction.43,Poultry,410,0.6298003072196621
prediction.43,Sheep,88,0.13517665130568357
prediction.430,Beef,147,0.22580645161290322
prediction.430,Poultry,383,0.5883256528417818
prediction.430,Sheep,121,0.1858678955453149
prediction.431,Beef,121,0.1858678955453149
prediction.431,Poultry,393,0.6036866359447005
prediction.431,Sheep,137,0.21044546850998463
prediction.432,Beef,173,0.26574500768049153
prediction.432,Poultry,395,0.6067588325652842
prediction.432,Sheep,83,0.12749615975422426
prediction.433,Beef,169,0.25960061443932414
prediction.433,Poultry,342,0.5253456221198156
prediction.433,Sheep,140,0.21505376344086022
prediction.434,Beef,119,0.1827956989247312
prediction.434,Poultry,407,0.6251920122887865
prediction.434,Sheep,125,0.19201228878648233
prediction.435,Beef,118,0.18125960061443933
prediction.435,Poultry,422,0.6482334869431644
prediction.435,Sheep,111,0.17050691244239632
prediction.436,Beef,154,0.23655913978494625
prediction.436,Poultry,375,0.576036866359447
prediction.436,Sheep,122,0.18740399385560677
prediction.437,Beef,200,0.30721966205837176
prediction.437,Poultry,376,0.5775729646697388
prediction.437,Sheep,75,0.1152073732718894
prediction.438,Beef,152,0.23348694316436253
prediction.438,Poultry,375,0.576036866359447
prediction.438,Sheep,124,0.19047619047619047
prediction.439,Beef,194,0.2980030721966206
prediction.439,Poultry,320,0.4915514592933948
prediction.439,Sheep,137,0.21044546850998463
prediction.44,Beef,147,0.22580645161290322
prediction.44,Poultry,398,0.6113671274961597
prediction.44,Sheep,106,0.16282642089093702
prediction.440,Beef,189,0.2903225806451613
prediction.440,Poultry,348,0.5345622119815668
prediction.440,Sheep,114,0.17511520737327188
prediction.441,Beef,166,0.25499231950844853
prediction.441,Poultry,384,0.5898617511520737
prediction.441,Sheep,101,0.15514592933947774
prediction.442,Beef,150,0.2304147465437788
prediction.442,Poultry,376,0.5775729646697388
prediction.442,Sheep,125,0.19201228878648233
prediction.443,Beef,175,0.26881720430107525
prediction.443,Poultry,389,0.5975422427035331
prediction.443,Sheep,87,0.1336405529953917
prediction.444,Beef,144,0.22119815668202766
prediction.444,Poultry,391,0.6006144393241167
prediction.444,Sheep,116,0.1781874039938556
prediction.445,Beef,171,0.2626728110599078
prediction.445,Poultry,374,0.5745007680491552
prediction.445,Sheep,106,0.16282642089093702
prediction.446,Beef,92,0.141321044546851
prediction.446,Poultry,406,0.6236559139784946
prediction.446,Sheep,153,0.2350230414746544
prediction.447,Beef,104,0.1597542242703533
prediction.447,Poultry,397,0.6098310291858678
prediction.447,Sheep,150,0.2304147465437788
prediction.448,Beef,166,0.25499231950844853
prediction.448,Poultry,374,0.5745007680491552
prediction.448,Sheep,111,0.17050691244239632
prediction.449,Beef,156,0.23963133640552994
prediction.449,Poultry,363,0.5576036866359447
prediction.449,Sheep,132,0.20276497695852536
prediction.45,Beef,135,0.2073732718894009
prediction.45,Poultry,402,0.6175115207373272
prediction.45,Sheep,114,0.17511520737327188
prediction.450,Beef,207,0.31797235023041476
prediction.450,Poultry,359,0.5514592933947773
prediction.450,Sheep,85,0.130568356374808
prediction.451,Beef,158,0.24270353302611367
prediction.451,Poultry,365,0.5606758832565284
prediction.451,Sheep,128,0.1966205837173579
prediction.452,Beef,152,0.23348694316436253
prediction.452,Poultry,370,0.5683563748079877
prediction.452,Sheep,129,0.19815668202764977
prediction.453,Beef,173,0.26574500768049153
prediction.453,Poultry,373,0.5729646697388633
prediction.453,Sheep,105,0.16129032258064516
prediction.454,Beef,138,0.2119815668202765
prediction.454,Poultry,350,0.5376344086021505
prediction.454,Sheep,163,0.25038402457757297
prediction.455,Beef,154,0.23655913978494625
prediction.455,Poultry,366,0.5622119815668203
prediction.455,Sheep,131,0.2012288786482335
prediction.456,Beef,144,0.22119815668202766
prediction.456,Poultry,389,0.5975422427035331
prediction.456,Sheep,118,0.18125960061443933
prediction.457,Beef,144,0.22119815668202766
prediction.457,Poultry,406,0.6236559139784946
prediction.457,Sheep,101,0.15514592933947774
prediction.458,Beef,148,0.22734254992319508
prediction.458,Poultry,392,0.6021505376344086
prediction.458,Sheep,111,0.17050691244239632
prediction.459,Beef,125,0.19201228878648233
prediction.459,Poultry,417,0.6405529953917051
prediction.459,Sheep,109,0.1674347158218126
prediction.46,Beef,180,0.2764976958525346
prediction.46,Poultry,328,0.5038402457757296
prediction.46,Sheep,143,0.2196620583717358
prediction.460,Beef,131,0.2012288786482335
prediction.460,Poultry,410,0.6298003072196621
prediction.460,Sheep,110,0.16897081413210446
prediction.461,Beef,135,0.2073732718894009
prediction.461,Poultry,411,0.631336405529954
prediction.461,Sheep,105,0.16129032258064516
prediction.462,Beef,143,0.2196620583717358
prediction.462,Poultry,377,0.5791090629800307
prediction.462,Sheep,131,0.2012288786482335
prediction.463,Beef,123,0.1889400921658986
prediction.463,Poultry,416,0.6390168970814132
prediction.463,Sheep,112,0.17204301075268819
prediction.464,Beef,131,0.2012288786482335
prediction.464,Poultry,425,0.65284178187404
prediction.464,Sheep,95,0.14592933947772657
prediction.465,Beef,151,0.23195084485407066
prediction.465,Poultry,401,0.6159754224270353
prediction.465,Sheep,99,0.15207373271889402
prediction.466,Beef,129,0.19815668202764977
prediction.466,Poultry,401,0.6159754224270353
prediction.466,Sheep,121,0.1858678955453149
prediction.467,Beef,148,0.22734254992319508
prediction.467,Poultry,410,0.6298003072196621
prediction.467,Sheep,93,0.14285714285714285
prediction.468,Beef,115,0.17665130568356374
prediction.468,Poultry,394,0.6052227342549923
prediction.468,Sheep,142,0.21812596006144394
prediction.469,Beef,152,0.23348694316436253
prediction.469,Poultry,401,0.6159754224270353
prediction.469,Sheep,98,0.15053763440860216
prediction.47,Beef,153,0.2350230414746544
prediction.47,Poultry,376,0.5775729646697388
prediction.47,Sheep,122,0.18740399385560677
prediction.470,Beef,179,0.2749615975422427
prediction.470,Poultry,361,0.554531490015361
prediction.470,Sheep,111,0.17050691244239632
prediction.471,Beef,132,0.20276497695852536
prediction.471,Poultry,393,0.6036866359447005
prediction.471,Sheep,126,0.1935483870967742
prediction.472,Beef,170,0.261136712749616
prediction.472,Poultry,386,0.5929339477726574
prediction.472,Sheep,95,0.14592933947772657
prediction.473,Beef,126,0.1935483870967742
prediction.473,Poultry,431,0.6620583717357911
prediction.473,Sheep,94,0.1443932411674347
prediction.474,Beef,124,0.19047619047619047
prediction.474,Poultry,410,0.6298003072196621
prediction.474,Sheep,117,0.17972350230414746
prediction.475,Beef,106,0.16282642089093702
prediction.475,Poultry,436,0.6697388632872504
prediction.475,Sheep,109,0.1674347158218126
prediction.476,Beef,145,0.2227342549923195
prediction.476,Poultry,409,0.6282642089093702
prediction.476,Sheep,97,0.1490015360983103
prediction.477,Beef,176,0.27035330261136714
prediction.477,Poultry,395,0.6067588325652842
prediction.477,Sheep,80,0.1228878648233487
prediction.478,Beef,155,0.23809523809523808
prediction.478,Poultry,390,0.5990783410138248
prediction.478,Sheep,106,0.16282642089093702
prediction.479,Beef,140,0.21505376344086022
prediction.479,Poultry,398,0.6113671274961597
prediction.479,Sheep,113,0.17357910906298002
prediction.48,Beef,163,0.25038402457757297
prediction.48,Poultry,347,0.533026113671275
prediction.48,Sheep,141,0.21658986175115208
prediction.480,Beef,142,0.21812596006144394
prediction.480,Poultry,387,0.5944700460829493
prediction.480,Sheep,122,0.18740399385560677
prediction.481,Beef,184,0.282642089093702
prediction.481,Poultry,355,0.5453149001536098
prediction.481,Sheep,112,0.17204301075268819
prediction.482,Beef,105,0.16129032258064516
prediction.482,Poultry,430,0.6605222734254992
prediction.482,Sheep,116,0.1781874039938556
prediction.483,Beef,154,0.23655913978494625
prediction.483,Poultry,402,0.6175115207373272
prediction.483,Sheep,95,0.14592933947772657
prediction.484,Beef,138,0.2119815668202765
prediction.484,Poultry,398,0.6113671274961597
prediction.484,Sheep,115,0.17665130568356374
prediction.485,Beef,144,0.22119815668202766
prediction.485,Poultry,406,0.6236559139784946
prediction.485,Sheep,101,0.15514592933947774
prediction.486,Beef,192,0.29493087557603687
prediction.486,Poultry,365,0.5606758832565284
prediction.486,Sheep,94,0.1443932411674347
prediction.487,Beef,143,0.2196620583717358
prediction.487,Poultry,387,0.5944700460829493
prediction.487,Sheep,121,0.1858678955453149
